,Postcode,Population,Households
1657874,NR34 7EU,33.0,15.0
1657875,NR34 7EW,166.0,63.0
1657876,NR34 7EX,47.0,25.0
1657877,NR34 7EY,24.0,12.0
1657878,NR34 7EZ,38.0,22.0
1657879,NR34 7FA,2.0,1.0
1657885,NR34 7HA,17.0,7.0
1657886,NR34 7HB,52.0,26.0
1657887,NR34 7HD,39.0,18.0
1657888,NR34 7HE,6.0,6.0
1657889,NR34 7HF,21.0,12.0
1657891,NR34 7HH,63.0,23.0
1657892,NR34 7HJ,41.0,14.0
1657893,NR34 7HL,8.0,3.0
1657894,NR34 7HN,7.0,4.0
1657895,NR34 7HP,6.0,2.0
1657896,NR34 7HQ,57.0,21.0
1657897,NR34 7HR,8.0,3.0
1657898,NR34 7HS,9.0,4.0
1657899,NR34 7HT,5.0,2.0
1657900,NR34 7HU,47.0,24.0
1657902,NR34 7HX,5.0,2.0
1657903,NR34 7HY,5.0,3.0
1657904,NR34 7HZ,11.0,5.0
1657905,NR34 7JA,27.0,11.0
1657906,NR34 7JB,1.0,1.0
1657907,NR34 7JD,8.0,4.0
1657908,NR34 7JE,52.0,28.0
1657909,NR34 7JF,92.0,44.0
1657910,NR34 7JG,6.0,3.0
1657911,NR34 7JH,13.0,5.0
1657912,NR34 7JJ,2.0,1.0
1657913,NR34 7JL,4.0,2.0
1657914,NR34 7JN,6.0,2.0
1657915,NR34 7JP,12.0,5.0
1657916,NR34 7JQ,37.0,17.0
1657917,NR34 7JR,37.0,21.0
1657918,NR34 7JS,8.0,5.0
1657921,NR34 7JW,7.0,6.0
1657922,NR34 7JX,5.0,4.0
1657924,NR34 7JZ,12.0,5.0
1657925,NR34 7LA,11.0,4.0
1657926,NR34 7LB,4.0,2.0
1657927,NR34 7LD,25.0,11.0
1657928,NR34 7LE,8.0,2.0
1657929,NR34 7LF,12.0,5.0
1657930,NR34 7LG,50.0,24.0
1657931,NR34 7LH,18.0,6.0
1657932,NR34 7LJ,13.0,8.0
1657933,NR34 7LL,19.0,9.0
1657934,NR34 7LN,5.0,2.0
1657936,NR34 7LQ,6.0,3.0
1657937,NR34 7LR,42.0,16.0
1657939,NR34 7LT,43.0,16.0
1657940,NR34 7LU,105.0,49.0
1657941,NR34 7LW,4.0,2.0
1657943,NR34 7LY,2.0,1.0
1657944,NR34 7LZ,3.0,2.0
1657945,NR34 7NA,7.0,2.0
1657946,NR34 7NB,11.0,4.0
1657947,NR34 7ND,4.0,1.0
1657948,NR34 7NE,20.0,8.0
1657949,NR34 7NF,12.0,6.0
1657950,NR34 7NG,2.0,1.0
1657951,NR34 7NH,11.0,3.0
1657952,NR34 7NJ,20.0,10.0
1657953,NR34 7NL,14.0,5.0
1657954,NR34 7NN,43.0,21.0
1657955,NR34 7NP,8.0,3.0
1657956,NR34 7NQ,27.0,9.0
1657957,NR34 7NR,3.0,1.0
1657958,NR34 7NS,2.0,1.0
1657962,NR34 7NX,70.0,27.0
1657963,NR34 7NY,3.0,1.0
1657967,NR34 7PD,45.0,16.0
1657968,NR34 7PE,66.0,25.0
1657969,NR34 7PF,17.0,6.0
1657970,NR34 7PG,117.0,49.0
1657971,NR34 7PH,6.0,2.0
1657972,NR34 7PJ,10.0,4.0
1657973,NR34 7PL,2.0,1.0
1657974,NR34 7PN,81.0,30.0
1657975,NR34 7PP,38.0,20.0
1657976,NR34 7PQ,101.0,40.0
1657977,NR34 7PR,18.0,11.0
1657978,NR34 7PS,24.0,11.0
1657979,NR34 7PT,29.0,15.0
1657980,NR34 7PU,1.0,1.0
1657981,NR34 7PW,10.0,5.0
1657982,NR34 7PX,66.0,34.0
1657983,NR34 7PY,5.0,1.0
1657984,NR34 7PZ,57.0,25.0
1657986,NR34 7QB,48.0,20.0
1657987,NR34 7QD,23.0,10.0
1657988,NR34 7QE,20.0,13.0
1657989,NR34 7QF,43.0,20.0
1657990,NR34 7QG,9.0,3.0
1657991,NR34 7QH,21.0,10.0
1657992,NR34 7QJ,8.0,3.0
1657993,NR34 7QL,38.0,14.0
1657994,NR34 7QN,13.0,6.0
1657995,NR34 7QP,21.0,6.0
1657996,NR34 7QQ,9.0,4.0
1657997,NR34 7QR,23.0,7.0
1657998,NR34 7QS,18.0,9.0
1657999,NR34 7QT,9.0,3.0
1658000,NR34 7QU,20.0,10.0
1658001,NR34 7QW,24.0,12.0
1658002,NR34 7QX,28.0,15.0
1658004,NR34 7RA,6.0,1.0
1658005,NR34 7RB,8.0,3.0
1658006,NR34 7RD,67.0,31.0
1658007,NR34 7RE,24.0,9.0
1658008,NR34 7RF,65.0,28.0
1658009,NR34 7RG,21.0,6.0
1658010,NR34 7RH,1.0,1.0
1658011,NR34 7RJ,81.0,30.0
1658012,NR34 7RL,30.0,12.0
1658013,NR34 7RN,29.0,12.0
1658014,NR34 7RP,12.0,6.0
1658015,NR34 7RQ,15.0,4.0
1658016,NR34 7RR,108.0,38.0
1658017,NR34 7RS,52.0,21.0
1658018,NR34 7RT,27.0,10.0
1658019,NR34 7RU,52.0,20.0
1658020,NR34 7RW,34.0,13.0
1658021,NR34 7RX,60.0,26.0
1658022,NR34 7RY,6.0,3.0
1658023,NR34 7RZ,39.0,15.0
1658024,NR34 7SA,10.0,3.0
1658025,NR34 7SB,47.0,20.0
1658026,NR34 7SD,43.0,41.0
1658027,NR34 7SE,63.0,26.0
1658028,NR34 7SF,125.0,45.0
1658029,NR34 7SG,42.0,16.0
1658030,NR34 7SH,138.0,49.0
1658031,NR34 7SJ,88.0,26.0
1658032,NR34 7SL,53.0,21.0
1658033,NR34 7SN,38.0,14.0
1658035,NR34 7SQ,56.0,20.0
1658042,NR34 7TH,7.0,2.0
1658045,NR34 7TN,8.0,4.0
1658046,NR34 7TP,12.0,5.0
1658048,NR34 7TR,11.0,4.0
1658049,NR34 7TS,15.0,5.0
1658050,NR34 7TT,14.0,5.0
1658051,NR34 7TU,12.0,4.0
1658052,NR34 7TW,5.0,3.0
1658053,NR34 7TX,5.0,1.0
1658054,NR34 7TY,7.0,3.0
1658055,NR34 7TZ,8.0,4.0
1658056,NR34 7UA,22.0,9.0
1658057,NR34 7UB,17.0,9.0
1658058,NR34 7UD,9.0,1.0
1658059,NR34 7UE,89.0,36.0
1658060,NR34 7UF,6.0,2.0
1658061,NR34 7UG,32.0,13.0
1658062,NR34 7UH,10.0,3.0
1658063,NR34 7UJ,19.0,8.0
1658064,NR34 7UL,54.0,24.0
1658065,NR34 7UN,36.0,18.0
1658066,NR34 7UP,31.0,15.0
1658067,NR34 7UQ,3.0,2.0
1658068,NR34 7UR,85.0,40.0
1658070,NR34 7UT,16.0,6.0
1658071,NR34 7UU,42.0,17.0
1658072,NR34 7UW,34.0,16.0
1658073,NR34 7UX,61.0,24.0
1658074,NR34 7UY,5.0,2.0
1658075,NR34 7UZ,24.0,7.0
1658083,NR34 7XA,19.0,11.0
1658084,NR34 7XB,8.0,2.0
1658086,NR34 7XE,5.0,1.0
1658087,NR34 7XF,5.0,2.0
1658088,NR34 7XG,5.0,2.0
1658089,NR34 7XH,7.0,5.0
1658092,NR34 7XQ,7.0,4.0
1658096,NR34 8AA,24.0,11.0
1658097,NR34 8AB,3.0,2.0
1658099,NR34 8AE,11.0,4.0
1658100,NR34 8AF,13.0,3.0
1658102,NR34 8AH,8.0,2.0
1658103,NR34 8AJ,5.0,2.0
1658104,NR34 8AL,5.0,2.0
1658105,NR34 8AN,17.0,7.0
1658106,NR34 8AP,54.0,20.0
1658107,NR34 8AQ,17.0,6.0
1658108,NR34 8AR,48.0,22.0
1658109,NR34 8AS,9.0,2.0
1658110,NR34 8AT,7.0,3.0
1658111,NR34 8AU,7.0,4.0
1658113,NR34 8AX,17.0,10.0
1658114,NR34 8AY,9.0,4.0
1658115,NR34 8AZ,5.0,3.0
1658116,NR34 8BA,21.0,7.0
1658117,NR34 8BB,6.0,3.0
1658118,NR34 8BD,8.0,4.0
1658119,NR34 8BE,2.0,1.0
1658121,NR34 8BG,12.0,5.0
1658122,NR34 8BH,20.0,8.0
1658123,NR34 8BJ,5.0,2.0
1658124,NR34 8BL,9.0,5.0
1658125,NR34 8BN,6.0,3.0
1658126,NR34 8BP,12.0,5.0
1658127,NR34 8BQ,27.0,12.0
1658128,NR34 8BS,5.0,4.0
1658129,NR34 8BT,2.0,1.0
1658130,NR34 8BW,6.0,2.0
1658134,NR34 8DA,54.0,24.0
1658135,NR34 8DB,39.0,18.0
1658136,NR34 8DD,29.0,9.0
1658137,NR34 8DE,52.0,19.0
1658138,NR34 8DF,31.0,12.0
1658139,NR34 8DG,2.0,1.0
1658140,NR34 8DH,30.0,14.0
1658141,NR34 8DJ,18.0,7.0
1658142,NR34 8DL,21.0,8.0
1658143,NR34 8DN,56.0,26.0
1658144,NR34 8DP,16.0,9.0
1658145,NR34 8DQ,5.0,1.0
1658146,NR34 8DR,14.0,6.0
1658147,NR34 8DS,1.0,1.0
1658148,NR34 8DT,12.0,5.0
1658149,NR34 8DU,15.0,6.0
1658150,NR34 8DW,45.0,16.0
1658151,NR34 8DX,4.0,2.0
1658152,NR34 8DY,18.0,6.0
1658153,NR34 8DZ,19.0,10.0
1658154,NR34 8EA,8.0,3.0
1658155,NR34 8EB,3.0,1.0
1658156,NR34 8ED,20.0,8.0
1658157,NR34 8EE,23.0,9.0
1658158,NR34 8EF,20.0,8.0
1658159,NR34 8EG,2.0,1.0
1658160,NR34 8EH,5.0,3.0
1658162,NR34 8EL,7.0,2.0
1658163,NR34 8EN,36.0,19.0
1658164,NR34 8EP,8.0,3.0
1658165,NR34 8EQ,31.0,11.0
1658166,NR34 8ER,27.0,11.0
1658167,NR34 8ES,13.0,5.0
1658168,NR34 8ET,29.0,10.0
1658170,NR34 8EW,3.0,2.0
1658171,NR34 8EX,71.0,23.0
1658172,NR34 8EY,16.0,7.0
1658173,NR34 8EZ,11.0,3.0
1658175,NR34 8GE,2.0,1.0
1658176,NR34 8HA,45.0,14.0
1658177,NR34 8HB,17.0,7.0
1658178,NR34 8HD,22.0,7.0
1658179,NR34 8HE,20.0,9.0
1658180,NR34 8HF,17.0,7.0
1658181,NR34 8HG,5.0,2.0
1658182,NR34 8HH,2.0,1.0
1658183,NR34 8HJ,14.0,9.0
1658184,NR34 8HL,23.0,9.0
1658185,NR34 8HN,14.0,5.0
1658186,NR34 8HP,28.0,13.0
1658187,NR34 8HQ,9.0,4.0
1658188,NR34 8HR,21.0,11.0
1658189,NR34 8HS,19.0,8.0
1658191,NR34 8HU,3.0,2.0
1658192,NR34 8HW,8.0,4.0
1658193,NR34 8HX,9.0,4.0
1658194,NR34 8HY,8.0,4.0
1658195,NR34 8HZ,7.0,3.0
1658196,NR34 8JA,5.0,1.0
1658197,NR34 8JB,25.0,12.0
1658198,NR34 8JD,13.0,4.0
1658199,NR34 8JE,6.0,3.0
1658200,NR34 8JF,2.0,2.0
1658201,NR34 8JG,2.0,1.0
1658202,NR34 8JH,14.0,5.0
1658203,NR34 8JJ,3.0,1.0
1658204,NR34 8JL,14.0,8.0
1658205,NR34 8JN,20.0,8.0
1658206,NR34 8JP,7.0,4.0
1658207,NR34 8JQ,6.0,1.0
1658208,NR34 8JR,13.0,4.0
1658209,NR34 8JS,11.0,5.0
1658210,NR34 8JT,20.0,9.0
1658211,NR34 8JU,11.0,5.0
1658212,NR34 8JW,9.0,5.0
1658214,NR34 8JY,1.0,1.0
1658215,NR34 8JZ,12.0,4.0
1658216,NR34 8LA,26.0,10.0
1658217,NR34 8LB,45.0,18.0
1658218,NR34 8LD,20.0,8.0
1658219,NR34 8LE,8.0,2.0
1658220,NR34 8LF,8.0,4.0
1658222,NR34 8LH,11.0,7.0
1658224,NR34 8LL,21.0,8.0
1658225,NR34 8LN,11.0,3.0
1658226,NR34 8LP,10.0,4.0
1658227,NR34 8LQ,26.0,11.0
1658228,NR34 8LR,79.0,33.0
1658229,NR34 8LS,22.0,9.0
1658230,NR34 8LT,1.0,1.0
1658231,NR34 8LU,17.0,5.0
1658232,NR34 8LW,20.0,7.0
1658233,NR34 8LX,51.0,24.0
1658234,NR34 8LY,11.0,4.0
1658235,NR34 8LZ,8.0,4.0
1658236,NR34 8NA,9.0,5.0
1658237,NR34 8NB,42.0,12.0
1658238,NR34 8ND,27.0,12.0
1658239,NR34 8NE,9.0,4.0
1658240,NR34 8NF,44.0,18.0
1658241,NR34 8NG,12.0,5.0
1658242,NR34 8NH,11.0,5.0
1658243,NR34 8NJ,8.0,4.0
1658244,NR34 8NL,13.0,4.0
1658245,NR34 8NN,86.0,30.0
1658246,NR34 8NP,8.0,4.0
1658247,NR34 8NQ,14.0,6.0
1658248,NR34 8NR,29.0,9.0
1658249,NR34 8NS,3.0,1.0
1658250,NR34 8NT,3.0,2.0
1658251,NR34 8NU,15.0,10.0
1658252,NR34 8NW,3.0,3.0
1658254,NR34 8NY,25.0,11.0
1658255,NR34 8NZ,70.0,33.0
1658256,NR34 8PA,9.0,5.0
1658257,NR34 8PB,11.0,3.0
1658258,NR34 8PD,25.0,11.0
1658260,NR34 8PF,9.0,5.0
1658262,NR34 8RA,16.0,6.0
1658264,NR34 8RE,83.0,39.0
1658265,NR34 8RF,34.0,17.0
1658266,NR34 8RG,45.0,23.0
1658267,NR34 8RH,33.0,17.0
1658268,NR34 8RL,54.0,29.0
1658269,NR34 8RN,56.0,27.0
1658270,NR34 8RQ,20.0,9.0
1658271,NR34 8RR,8.0,3.0
1658272,NR34 8RS,27.0,10.0
1658273,NR34 8RW,29.0,16.0
1658275,NR34 8TE,20.0,6.0
1658276,NR34 8TF,6.0,3.0
1658277,NR34 8TG,25.0,8.0
1658278,NR34 8TP,7.0,3.0
1658279,NR34 8TQ,20.0,8.0
1658280,NR34 8TR,13.0,5.0
1658282,NR34 8TT,24.0,10.0
1658283,NR34 8TU,14.0,7.0
1658284,NR34 8TX,7.0,2.0
1658290,NR34 9AB,7.0,4.0
1658291,NR34 9AD,8.0,4.0
1658292,NR34 9AE,11.0,9.0
1658298,NR34 9AN,31.0,3.0
1658299,NR34 9AP,29.0,14.0
1658300,NR34 9AQ,3.0,1.0
1658301,NR34 9AR,16.0,6.0
1658302,NR34 9AS,79.0,45.0
1658304,NR34 9AU,45.0,21.0
1658307,NR34 9AY,19.0,12.0
1658308,NR34 9AZ,16.0,10.0
1658309,NR34 9BA,4.0,2.0
1658310,NR34 9BB,12.0,8.0
1658311,NR34 9BD,4.0,2.0
1658312,NR34 9BE,23.0,8.0
1658313,NR34 9BF,15.0,5.0
1658314,NR34 9BG,19.0,13.0
1658316,NR34 9BJ,34.0,26.0
1658320,NR34 9BQ,13.0,8.0
1658322,NR34 9BT,13.0,9.0
1658326,NR34 9BY,4.0,1.0
1658327,NR34 9BZ,4.0,1.0
1658328,NR34 9DA,26.0,12.0
1658329,NR34 9DB,46.0,23.0
1658330,NR34 9DD,9.0,5.0
1658331,NR34 9DE,20.0,12.0
1658333,NR34 9DG,51.0,26.0
1658334,NR34 9DH,9.0,6.0
1658335,NR34 9DJ,31.0,15.0
1658336,NR34 9DL,95.0,47.0
1658337,NR34 9DN,78.0,41.0
1658338,NR34 9DP,3.0,2.0
1658339,NR34 9DQ,32.0,13.0
1658340,NR34 9DR,29.0,16.0
1658341,NR34 9DS,64.0,31.0
1658342,NR34 9DT,9.0,5.0
1658343,NR34 9DU,84.0,35.0
1658344,NR34 9DW,78.0,41.0
1658345,NR34 9DX,20.0,11.0
1658346,NR34 9DY,14.0,8.0
1658347,NR34 9DZ,4.0,1.0
1658348,NR34 9EA,5.0,3.0
1658349,NR34 9EB,13.0,11.0
1658350,NR34 9ED,14.0,11.0
1658351,NR34 9EE,5.0,3.0
1658352,NR34 9EF,5.0,4.0
1658353,NR34 9EG,12.0,4.0
1658354,NR34 9EH,24.0,11.0
1658355,NR34 9EJ,1.0,1.0
1658357,NR34 9EN,48.0,18.0
1658358,NR34 9EP,73.0,36.0
1658359,NR34 9EQ,4.0,2.0
1658362,NR34 9ET,37.0,15.0
1658364,NR34 9EW,24.0,11.0
1658366,NR34 9HA,2.0,1.0
1658368,NR34 9HD,6.0,2.0
1658369,NR34 9HE,27.0,9.0
1658370,NR34 9HF,2.0,2.0
1658371,NR34 9HG,1.0,1.0
1658374,NR34 9HL,8.0,6.0
1658375,NR34 9HN,81.0,47.0
1658378,NR34 9HR,14.0,4.0
1658379,NR34 9HT,32.0,11.0
1658380,NR34 9HU,32.0,17.0
1658381,NR34 9HW,42.0,24.0
1658382,NR34 9HX,54.0,18.0
1658383,NR34 9HY,15.0,8.0
1658385,NR34 9JA,82.0,38.0
1658386,NR34 9JB,76.0,38.0
1658387,NR34 9JD,3.0,3.0
1658388,NR34 9JE,32.0,20.0
1658389,NR34 9JF,3.0,1.0
1658390,NR34 9JG,149.0,42.0
1658391,NR34 9JH,151.0,61.0
1658392,NR34 9JJ,32.0,20.0
1658394,NR34 9JN,117.0,43.0
1658395,NR34 9JP,35.0,15.0
1658396,NR34 9JQ,86.0,40.0
1658397,NR34 9JR,39.0,18.0
1658398,NR34 9JS,14.0,6.0
1658400,NR34 9JU,30.0,13.0
1658401,NR34 9JW,120.0,43.0
1658403,NR34 9JY,19.0,11.0
1658404,NR34 9JZ,111.0,40.0
1658405,NR34 9LA,114.0,45.0
1658406,NR34 9LB,30.0,12.0
1658407,NR34 9LD,20.0,11.0
1658409,NR34 9LF,72.0,32.0
1658410,NR34 9LG,34.0,14.0
1658411,NR34 9LH,17.0,7.0
1658413,NR34 9LP,104.0,45.0
1658414,NR34 9LQ,77.0,30.0
1658415,NR34 9LR,49.0,23.0
1658416,NR34 9LS,107.0,52.0
1658417,NR34 9LT,85.0,33.0
1658418,NR34 9LU,68.0,38.0
1658419,NR34 9LW,37.0,19.0
1658421,NR34 9LY,14.0,12.0
1658422,NR34 9LZ,8.0,5.0
1658423,NR34 9NA,30.0,17.0
1658425,NR34 9ND,58.0,33.0
1658426,NR34 9NE,49.0,29.0
1658427,NR34 9NF,12.0,10.0
1658428,NR34 9NG,20.0,7.0
1658429,NR34 9NH,67.0,30.0
1658430,NR34 9NJ,10.0,6.0
1658431,NR34 9NL,4.0,2.0
1658432,NR34 9NN,44.0,18.0
1658433,NR34 9NP,23.0,12.0
1658434,NR34 9NQ,26.0,11.0
1658435,NR34 9NR,38.0,13.0
1658436,NR34 9NS,39.0,5.0
1658437,NR34 9NT,11.0,6.0
1658438,NR34 9NU,75.0,31.0
1658439,NR34 9NW,54.0,21.0
1658441,NR34 9NY,17.0,6.0
1658442,NR34 9NZ,56.0,23.0
1658443,NR34 9PA,103.0,44.0
1658444,NR34 9PB,28.0,13.0
1658446,NR34 9PE,4.0,2.0
1658447,NR34 9PF,28.0,16.0
1658449,NR34 9PH,75.0,25.0
1658450,NR34 9PJ,38.0,16.0
1658451,NR34 9PL,46.0,23.0
1658453,NR34 9PP,5.0,2.0
1658454,NR34 9PQ,19.0,6.0
1658456,NR34 9PS,87.0,31.0
1658457,NR34 9PT,31.0,13.0
1658458,NR34 9PU,65.0,24.0
1658459,NR34 9PW,2.0,2.0
1658460,NR34 9PX,55.0,16.0
1658462,NR34 9PZ,15.0,10.0
1658463,NR34 9QA,16.0,9.0
1658464,NR34 9QB,9.0,7.0
1658465,NR34 9QD,6.0,3.0
1658467,NR34 9QF,3.0,1.0
1658469,NR34 9QH,56.0,25.0
1658470,NR34 9QJ,52.0,24.0
1658472,NR34 9QN,38.0,15.0
1658473,NR34 9QP,50.0,19.0
1658474,NR34 9QQ,6.0,5.0
1658475,NR34 9QR,107.0,49.0
1658476,NR34 9QS,10.0,6.0
1658477,NR34 9QT,53.0,26.0
1658478,NR34 9QU,46.0,18.0
1658479,NR34 9QW,11.0,7.0
1658480,NR34 9QX,13.0,4.0
1658481,NR34 9QY,39.0,19.0
1658482,NR34 9QZ,34.0,13.0
1658484,NR34 9RB,20.0,13.0
1658485,NR34 9RD,65.0,26.0
1658486,NR34 9RE,113.0,42.0
1658487,NR34 9RF,12.0,5.0
1658488,NR34 9RG,12.0,12.0
1658489,NR34 9RH,20.0,6.0
1658490,NR34 9RJ,62.0,37.0
1658491,NR34 9RL,26.0,13.0
1658492,NR34 9RN,19.0,9.0
1658493,NR34 9RP,28.0,17.0
1658494,NR34 9RQ,42.0,21.0
1658495,NR34 9RR,17.0,16.0
1658496,NR34 9RS,72.0,35.0
1658497,NR34 9RT,91.0,43.0
1658498,NR34 9RU,28.0,15.0
1658499,NR34 9RW,47.0,17.0
1658500,NR34 9RX,43.0,26.0
1658502,NR34 9RZ,54.0,23.0
1658503,NR34 9SA,2.0,1.0
1658504,NR34 9SB,21.0,11.0
1658505,NR34 9SD,36.0,22.0
1658506,NR34 9SE,3.0,2.0
1658507,NR34 9SF,9.0,8.0
1658508,NR34 9SG,8.0,4.0
1658509,NR34 9SH,45.0,22.0
1658510,NR34 9SJ,1.0,1.0
1658511,NR34 9SL,40.0,14.0
1658512,NR34 9SN,6.0,5.0
1658513,NR34 9SP,35.0,23.0
1658515,NR34 9SS,9.0,4.0
1658518,NR34 9TA,3.0,2.0
1658519,NR34 9TB,41.0,20.0
1658520,NR34 9TD,26.0,11.0
1658521,NR34 9TE,5.0,2.0
1658522,NR34 9TF,28.0,14.0
1658523,NR34 9TG,4.0,4.0
1658524,NR34 9TH,22.0,17.0
1658525,NR34 9TJ,4.0,2.0
1658526,NR34 9TL,9.0,6.0
1658527,NR34 9TN,31.0,17.0
1658528,NR34 9TP,17.0,9.0
1658529,NR34 9TQ,28.0,15.0
1658530,NR34 9TR,16.0,12.0
1658531,NR34 9TS,2.0,1.0
1658532,NR34 9TT,22.0,15.0
1658533,NR34 9TU,4.0,3.0
1658534,NR34 9TW,4.0,2.0
1658535,NR34 9TX,1.0,1.0
1658537,NR34 9TZ,35.0,18.0
1658538,NR34 9UA,21.0,11.0
1658539,NR34 9UB,16.0,10.0
1658540,NR34 9UD,108.0,48.0
1658541,NR34 9UE,35.0,18.0
1658542,NR34 9UF,7.0,4.0
1658543,NR34 9UG,106.0,42.0
1658544,NR34 9UH,15.0,8.0
1658545,NR34 9UJ,33.0,13.0
1658546,NR34 9UL,46.0,20.0
1658547,NR34 9UN,53.0,30.0
1658548,NR34 9UP,88.0,35.0
1658549,NR34 9UQ,33.0,17.0
1658550,NR34 9UR,22.0,11.0
1658552,NR34 9UT,118.0,47.0
1658553,NR34 9UU,65.0,25.0
1658555,NR34 9UX,77.0,41.0
1658556,NR34 9UY,13.0,8.0
1658557,NR34 9UZ,22.0,12.0
1658573,NR34 9XA,49.0,16.0
1658574,NR34 9XB,74.0,36.0
1658575,NR34 9XD,52.0,19.0
1658576,NR34 9XE,19.0,6.0
1658577,NR34 9XF,52.0,18.0
1658578,NR34 9XG,81.0,34.0
1658579,NR34 9XH,103.0,45.0
1658581,NR34 9XL,38.0,20.0
1658582,NR34 9XN,50.0,19.0
1658583,NR34 9XP,4.0,2.0
1658584,NR34 9XQ,34.0,14.0
1658586,NR34 9XT,33.0,23.0
1658587,NR34 9XU,23.0,16.0
1658588,NR34 9XW,49.0,21.0
1658589,NR34 9XX,75.0,36.0
1658590,NR34 9XY,112.0,41.0
1658591,NR34 9XZ,2.0,1.0
1658592,NR34 9YA,70.0,31.0
1658593,NR34 9YB,22.0,9.0
1658594,NR34 9YD,127.0,52.0
1658595,NR34 9YE,42.0,22.0
1658596,NR34 9YF,16.0,8.0
1658597,NR34 9YG,9.0,4.0
1658598,NR34 9YH,5.0,3.0
1658600,NR34 9YL,7.0,4.0
1658601,NR34 9YN,145.0,52.0
1658602,NR34 9YP,6.0,2.0
1658603,NR34 9YQ,95.0,31.0
1658604,NR34 9YR,38.0,12.0
1658605,NR34 9YS,37.0,16.0
1658606,NR34 9YT,46.0,18.0
1658607,NR34 9YU,25.0,12.0
1658608,NR34 9YW,82.0,29.0
1658614,NR35 1AB,4.0,3.0
1658616,NR35 1AE,8.0,6.0
1658617,NR35 1AF,30.0,17.0
1658618,NR35 1AG,27.0,19.0
1658623,NR35 1AP,14.0,10.0
1658624,NR35 1AQ,35.0,6.0
1658628,NR35 1AU,3.0,2.0
1658629,NR35 1AW,14.0,10.0
1658630,NR35 1AX,32.0,24.0
1658633,NR35 1BA,3.0,2.0
1658635,NR35 1BD,16.0,7.0
1658636,NR35 1BE,78.0,17.0
1658637,NR35 1BF,1.0,1.0
1658638,NR35 1BG,6.0,4.0
1658639,NR35 1BH,46.0,17.0
1658640,NR35 1BJ,25.0,13.0
1658641,NR35 1BL,18.0,7.0
1658642,NR35 1BN,21.0,10.0
1658643,NR35 1BP,5.0,3.0
1658645,NR35 1BS,24.0,22.0
1658646,NR35 1BT,23.0,22.0
1658648,NR35 1BX,46.0,24.0
1658649,NR35 1BY,37.0,20.0
1658651,NR35 1DA,8.0,5.0
1658652,NR35 1DB,26.0,10.0
1658653,NR35 1DD,13.0,8.0
1658654,NR35 1DE,10.0,5.0
1658655,NR35 1DF,44.0,26.0
1658656,NR35 1DG,20.0,12.0
1658657,NR35 1DH,73.0,29.0
1658658,NR35 1DJ,4.0,2.0
1658659,NR35 1DL,58.0,8.0
1658660,NR35 1DN,109.0,52.0
1658662,NR35 1DQ,13.0,7.0
1658664,NR35 1DS,2.0,1.0
1658665,NR35 1DT,31.0,12.0
1658666,NR35 1DU,15.0,7.0
1658667,NR35 1DW,18.0,6.0
1658668,NR35 1DX,20.0,12.0
1658669,NR35 1DY,19.0,9.0
1658670,NR35 1DZ,23.0,15.0
1658671,NR35 1EA,11.0,6.0
1658672,NR35 1EB,3.0,1.0
1658674,NR35 1EE,49.0,27.0
1658675,NR35 1EF,39.0,21.0
1658676,NR35 1EG,2.0,2.0
1658677,NR35 1EH,30.0,14.0
1658678,NR35 1EJ,56.0,32.0
1658679,NR35 1EL,12.0,6.0
1658682,NR35 1EQ,6.0,4.0
1658684,NR35 1ES,3.0,2.0
1658685,NR35 1ET,60.0,37.0
1658686,NR35 1EU,46.0,21.0
1658688,NR35 1EX,1.0,1.0
1658689,NR35 1EY,10.0,10.0
1658690,NR35 1EZ,80.0,32.0
1658693,NR35 1FD,5.0,4.0
1658695,NR35 1HB,3.0,2.0
1658696,NR35 1HD,80.0,38.0
1658697,NR35 1HE,92.0,48.0
1658699,NR35 1HG,9.0,8.0
1658700,NR35 1HH,9.0,3.0
1658701,NR35 1HJ,4.0,3.0
1658702,NR35 1HL,80.0,36.0
1658703,NR35 1HN,33.0,17.0
1658704,NR35 1HP,7.0,7.0
1658705,NR35 1HQ,86.0,23.0
1658707,NR35 1HS,22.0,10.0
1658708,NR35 1HT,51.0,26.0
1658709,NR35 1HU,19.0,10.0
1658710,NR35 1HW,23.0,11.0
1658711,NR35 1HX,89.0,33.0
1658712,NR35 1HY,27.0,10.0
1658713,NR35 1HZ,58.0,20.0
1658714,NR35 1JA,35.0,17.0
1658715,NR35 1JB,23.0,10.0
1658716,NR35 1JD,72.0,36.0
1658717,NR35 1JE,87.0,44.0
1658718,NR35 1JF,17.0,10.0
1658719,NR35 1JG,23.0,12.0
1658720,NR35 1JH,27.0,19.0
1658721,NR35 1JJ,8.0,5.0
1658722,NR35 1JL,11.0,4.0
1658723,NR35 1JN,111.0,41.0
1658724,NR35 1JP,26.0,8.0
1658725,NR35 1JQ,5.0,3.0
1658726,NR35 1JR,33.0,12.0
1658728,NR35 1JT,24.0,10.0
1658729,NR35 1JU,22.0,10.0
1658730,NR35 1JW,27.0,6.0
1658732,NR35 1JY,26.0,12.0
1658733,NR35 1JZ,33.0,16.0
1658734,NR35 1LA,138.0,49.0
1658735,NR35 1LB,74.0,22.0
1658736,NR35 1LD,15.0,8.0
1658737,NR35 1LE,44.0,15.0
1658738,NR35 1LF,18.0,8.0
1658739,NR35 1LG,79.0,25.0
1658740,NR35 1LH,78.0,43.0
